row_id,image_id,width,height,bbox,class_id
train_00000008_0002,00000008.jpg,1920,1080,"[1043.0,492.0,251.0,587.0]",3
train_00000008_0003,00000008.jpg,1920,1080,"[658.0,132.0,254.0,403.0]",3
train_00000008_0004,00000008.jpg,1920,1080,"[942.0,57.0,185.0,338.0]",3
train_00000008_0005,00000008.jpg,1920,1080,"[567.0,112.0,212.0,376.0]",3
train_00000009_0000,00000009.jpg,1920,1080,"[578.0,371.0,463.0,478.0]",3
train_00000009_0001,00000009.jpg,1920,1080,"[1354.6,633.6,391.0,445.0]",4
train_00000009_0002,00000009.jpg,1920,1080,"[651.0,133.0,261.0,408.0]",3
train_00000009_0003,00000009.jpg,1920,1080,"[947.0,55.0,201.0,323.0]",3
train_00000009_0004,00000009.jpg,1920,1080,"[567.0,109.0,209.0,371.0]",3
train_00000010_0000,00000010.jpg,1920,1080,"[630.0,411.0,608.0,341.0]",3
train_00000010_0001,00000010.jpg,1920,1080,"[1356.0,635.0,394.0,445.0]",4
train_00000010_0002,00000010.jpg,1920,1080,"[1008.0,7.0,370.0,348.0]",3
train_00000010_0003,00000010.jpg,1920,1080,"[571.0,109.0,205.0,389.0]",3
train_00000010_0004,00000010.jpg,1920,1080,"[631.0,221.0,341.0,424.0]",3
train_00000011_0000,00000011.jpg,1920,1080,"[583.0,618.0,600.0,319.0]",3
train_00000011_0001,00000011.jpg,1920,1080,"[1001.3,8.0,380.0,343.0]",3
train_00000011_0002,00000011.jpg,1920,1080,"[567.0,108.0,219.0,399.0]",3
train_00000011_0003,00000011.jpg,1920,1080,"[608.0,338.0,488.0,315.0]",3
train_00000011_0004,00000011.jpg,1920,1080,"[1357.0,650.0,403.0,430.0]",4
train_00000012_0000,00000012.jpg,1920,1080,"[582.0,623.0,603.0,315.0]",3
train_00000012_0001,00000012.jpg,1920,1080,"[1355.0,647.0,402.0,433.0]",4
train_00000012_0002,00000012.jpg,1920,1080,"[1030.0,39.0,337.0,278.0]",3
train_00000012_0003,00000012.jpg,1920,1080,"[612.0,335.0,486.0,312.0]",3
train_00000012_0004,00000012.jpg,1920,1080,"[584.0,108.0,184.0,391.0]",3
train_00000013_0000,00000013.jpg,1920,1080,"[1356.0,647.0,402.0,433.0]",4
train_00000013_0001,00000013.jpg,1920,1080,"[582.1,622.3,591.9,363.7]",3
train_00000013_0002,00000013.jpg,1920,1080,"[1105.0,40.0,279.0,314.0]",3
train_00000013_0003,00000013.jpg,1920,1080,"[609.0,335.0,489.0,316.0]",3
train_00000013_0004,00000013.jpg,1920,1080,"[614.0,138.0,171.0,362.0]",3
train_00000014_0000,00000014.jpg,1920,1080,"[589.0,629.0,584.0,356.0]",3
train_00000014_0001,00000014.jpg,1920,1080,"[1355.0,647.0,404.0,433.0]",4
train_00000014_0002,00000014.jpg,1920,1080,"[613.0,338.0,484.0,313.0]",3
train_00000014_0003,00000014.jpg,1920,1080,"[1172.0,56.0,276.0,338.0]",3
train_00000014_0004,00000014.jpg,1920,1080,"[604.0,146.0,171.0,362.0]",3
train_00000015_0000,00000015.jpg,1920,1080,"[1356.0,647.0,401.0,433.0]",4
train_00000015_0001,00000015.jpg,1920,1080,"[584.0,645.0,605.0,320.0]",3
train_00000015_0002,00000015.jpg,1920,1080,"[604.0,341.0,503.0,334.0]",3
train_00000015_0003,00000015.jpg,1920,1080,"[597.0,181.0,185.0,322.0]",3
train_00000015_0004,00000015.jpg,1920,1080,"[982.0,35.0,417.0,265.0]",3
train_00000016_0000,00000016.jpg,1920,1080,"[1356.0,647.0,404.0,433.0]",4
train_00000016_0001,00000016.jpg,1920,1080,"[582.0,630.0,604.0,328.0]",3
train_00000016_0002,00000016.jpg,1920,1080,"[954.0,37.0,448.0,246.0]",3
train_00000016_0003,00000016.jpg,1920,1080,"[604.0,338.0,500.0,327.0]",3
train_00000016_0004,00000016.jpg,1920,1080,"[613.0,233.0,214.0,269.0]",4
train_00000017_0000,00000017.jpg,1920,1080,"[1356.0,647.0,403.0,433.0]",4
train_00000017_0001,00000017.jpg,1920,1080,"[589.0,641.4,603.0,318.0]",3
train_00000017_0002,00000017.jpg,1920,1080,"[954.0,38.0,447.0,245.0]",3
train_00000017_0003,00000017.jpg,1920,1080,"[615.4,339.0,499.0,341.0]",3
train_00000017_0004,00000017.jpg,1920,1080,"[615.4,230.6,228.0,271.0]",1
train_00000018_0000,00000018.jpg,1920,1080,"[1352.1,644.1,403.0,433.0]",4
train_00000018_0001,00000018.jpg,1920,1080,"[585.0,654.0,602.0,304.0]",3
train_00000018_0002,00000018.jpg,1920,1080,"[951.0,38.0,467.0,245.0]",3
train_00000018_0003,00000018.jpg,1920,1080,"[617.9,336.0,498.0,347.0]",3
train_00000018_0004,00000018.jpg,1920,1080,"[617.9,228.1,231.0,274.0]",1
train_00000019_0000,00000019.jpg,1920,1080,"[1356.0,647.0,402.0,433.0]",4
train_00000019_0001,00000019.jpg,1920,1080,"[580.0,627.0,608.0,331.0]",3
train_00000019_0002,00000019.jpg,1920,1080,"[966.0,37.0,467.0,246.0]",3
train_00000019_0003,00000019.jpg,1920,1080,"[605.0,333.0,497.0,332.0]",3
train_00000019_0004,00000019.jpg,1920,1080,"[615.0,231.0,232.0,274.0]",1
train_00000020_0000,00000020.jpg,1920,1080,"[1355.0,647.0,401.0,433.0]",4
train_00000020_0001,00000020.jpg,1920,1080,"[615.0,518.0,531.0,374.0]",3
train_00000020_0002,00000020.jpg,1920,1080,"[650.3,348.1,574.0,269.0]",3
train_00000020_0003,00000020.jpg,1920,1080,"[959.0,38.0,445.0,245.0]",3
train_00000020_0004,00000020.jpg,1920,1080,"[615.0,232.0,231.0,297.0]",1
train_00000021_0000,00000021.jpg,1920,1080,"[616.0,511.0,538.0,352.0]",3
train_00000021_0001,00000021.jpg,1920,1080,"[1356.0,647.0,400.0,433.0]",4
train_00000021_0002,00000021.jpg,1920,1080,"[984.0,35.0,442.0,248.0]",3
train_00000021_0003,00000021.jpg,1920,1080,"[642.0,317.0,556.0,292.0]",3
train_00000022_0000,00000022.jpg,1920,1080,"[1356.0,649.0,402.0,431.0]",4
train_00000022_0001,00000022.jpg,1920,1080,"[573.0,524.0,593.0,347.0]",3
train_00000022_0002,00000022.jpg,1920,1080,"[991.0,37.0,430.0,269.0]",3
train_00000022_0003,00000022.jpg,1920,1080,"[603.0,381.0,520.0,301.0]",3
train_00000022_0004,00000022.jpg,1920,1080,"[614.0,233.3,234.0,283.0]",1
train_00000023_0000,00000023.jpg,1920,1080,"[574.0,377.0,490.0,481.0]",3
train_00000023_0001,00000023.jpg,1920,1080,"[1117.4,345.0,262.0,632.0]",3
train_00000023_0002,00000023.jpg,1920,1080,"[1370.0,649.0,387.0,431.0]",4
train_00000023_0003,00000023.jpg,1920,1080,"[1000.0,40.0,427.0,266.0]",3
train_00000023_0004,00000023.jpg,1920,1080,"[615.0,233.0,232.0,314.0]",1
train_00000024_0000,00000024.jpg,1920,1080,"[1355.0,649.0,403.0,431.0]",4
train_00000024_0001,00000024.jpg,1920,1080,"[703.0,296.0,558.0,315.0]",3
train_00000024_0002,00000024.jpg,1920,1080,"[577.0,391.0,485.0,449.0]",3
train_00000024_0003,00000024.jpg,1920,1080,"[999.0,39.0,419.0,266.0]",3
train_00000024_0004,00000024.jpg,1920,1080,"[616.0,231.3,205.0,322.0]",1
train_00000025_0000,00000025.jpg,1920,1080,"[1356.0,649.0,399.0,431.0]",4
train_00000025_0001,00000025.jpg,1920,1080,"[575.0,501.0,574.0,363.0]",3
train_00000025_0002,00000025.jpg,1920,1080,"[984.4,33.0,433.0,272.0]",3
train_00000025_0003,00000025.jpg,1920,1080,"[610.4,348.0,511.0,312.0]",3
train_00000025_0004,00000025.jpg,1920,1080,"[626.0,232.0,230.0,249.0]",4
train_00000026_0000,00000026.jpg,1920,1080,"[1356.0,640.0,401.0,440.0]",4
train_00000026_0001,00000026.jpg,1920,1080,"[578.0,499.0,558.0,362.0]",3
train_00000026_0002,00000026.jpg,1920,1080,"[1009.0,8.0,420.0,298.0]",3
train_00000026_0003,00000026.jpg,1920,1080,"[605.0,340.0,505.0,320.0]",3
train_00000026_0004,00000026.jpg,1920,1080,"[620.0,232.0,220.0,258.0]",4
train_00000027_0000,00000027.jpg,1920,1080,"[1355.0,643.3,402.0,431.0]",4
train_00000027_0001,00000027.jpg,1920,1080,"[589.0,634.0,552.0,383.0]",3
train_00000027_0002,00000027.jpg,1920,1080,"[1006.0,7.0,420.0,300.0]",3
train_00000027_0003,00000027.jpg,1920,1080,"[605.0,343.0,505.0,319.0]",3
train_00000027_0004,00000027.jpg,1920,1080,"[621.0,232.0,221.0,256.0]",4
train_00000028_0000,00000028.jpg,1920,1080,"[1355.0,648.0,403.0,432.0]",4
train_00000028_0001,00000028.jpg,1920,1080,"[582.0,628.0,562.0,390.0]",3
train_00000028_0002,00000028.jpg,1920,1080,"[992.0,9.0,428.0,298.0]",3
train_00000028_0003,00000028.jpg,1920,1080,"[610.0,345.0,510.0,316.0]",3
train_00000028_0004,00000028.jpg,1920,1080,"[623.9,233.4,223.0,270.0]",4
train_00000029_0000,00000029.jpg,1920,1080,"[1353.6,647.6,404.0,431.0]",4
train_00000029_0001,00000029.jpg,1920,1080,"[583.0,628.0,569.0,389.0]",3
train_00000029_0002,00000029.jpg,1920,1080,"[604.0,350.0,512.0,316.0]",3
train_00000029_0003,00000029.jpg,1920,1080,"[623.0,232.0,221.0,258.0]",4
train_00000029_0004,00000029.jpg,1920,1080,"[971.6,27.6,444.0,276.0]",3
train_00000030_0000,00000030.jpg,1920,1080,"[1357.0,649.0,401.0,431.0]",4
train_00000030_0001,00000030.jpg,1920,1080,"[600.0,357.0,520.0,371.0]",3
train_00000030_0002,00000030.jpg,1920,1080,"[611.0,628.0,662.0,426.0]",3
train_00000030_0003,00000030.jpg,1920,1080,"[977.0,33.0,438.0,272.0]",3
train_00000030_0004,00000030.jpg,1920,1080,"[623.0,232.0,222.0,262.0]",4
train_00000031_0000,00000031.jpg,1920,1080,"[576.0,377.0,480.0,451.0]",3
train_00000031_0001,00000031.jpg,1920,1080,"[1359.0,649.0,399.0,431.0]",4
train_00000031_0002,00000031.jpg,1920,1080,"[748.0,710.0,781.0,367.0]",3
train_00000031_0003,00000031.jpg,1920,1080,"[656.0,15.0,426.0,242.0]",3
train_00000031_0004,00000031.jpg,1920,1080,"[622.0,233.0,223.0,293.0]",4
train_00000032_0000,00000032.jpg,1920,1080,"[574.0,381.0,480.0,471.0]",3
train_00000032_0001,00000032.jpg,1920,1080,"[1362.0,650.0,398.0,430.0]",4
train_00000032_0002,00000032.jpg,1920,1080,"[707.0,24.0,383.0,239.0]",3
train_00000032_0003,00000032.jpg,1920,1080,"[623.0,232.0,223.0,313.0]",4
train_00000032_0004,00000032.jpg,1920,1080,"[721.0,691.0,832.0,385.0]",3
train_00000033_0000,00000033.jpg,1920,1080,"[573.0,389.0,492.0,465.0]",3
train_00000033_0001,00000033.jpg,1920,1080,"[1367.0,627.0,392.0,453.0]",4
train_00000033_0002,00000033.jpg,1920,1080,"[748.0,8.0,318.0,324.0]",3
train_00000033_0003,00000033.jpg,1920,1080,"[747.0,711.0,814.0,366.0]",3
train_00000033_0004,00000033.jpg,1920,1080,"[623.0,233.0,223.0,302.0]",4
train_00000034_0000,00000034.jpg,1920,1080,"[575.0,378.0,474.0,482.0]",3
train_00000034_0001,00000034.jpg,1920,1080,"[834.0,781.0,822.0,298.0]",3
train_00000034_0002,00000034.jpg,1920,1080,"[915.0,5.0,161.0,381.0]",3
train_00000034_0003,00000034.jpg,1920,1080,"[1356.0,647.0,411.0,432.0]",4
train_00000034_0004,00000034.jpg,1920,1080,"[623.0,232.0,222.0,306.0]",4
train_00000035_0000,00000035.jpg,1920,1080,"[575.0,370.0,469.0,484.0]",3
train_00000035_0001,00000035.jpg,1920,1080,"[1358.0,639.0,406.0,440.0]",4
train_00000035_0002,00000035.jpg,1920,1080,"[896.0,6.0,174.0,372.0]",3
train_00000035_0003,00000035.jpg,1920,1080,"[820.0,714.0,874.0,364.0]",3
train_00000035_0004,00000035.jpg,1920,1080,"[624.0,232.0,221.0,298.0]",4
train_00000036_0000,00000036.jpg,1920,1080,"[1358.0,646.0,402.0,434.0]",4
train_00000036_0001,00000036.jpg,1920,1080,"[921.0,5.0,177.0,385.0]",3
train_00000036_0002,00000036.jpg,1920,1080,"[589.0,650.0,845.0,399.0]",3
train_00000036_0003,00000036.jpg,1920,1080,"[577.0,398.0,498.0,372.0]",3
train_00000036_0004,00000036.jpg,1920,1080,"[626.0,232.0,219.0,321.0]",4
train_00000037_0000,00000037.jpg,1920,1080,"[576.0,412.0,499.0,462.0]",3
train_00000037_0001,00000037.jpg,1920,1080,"[832.0,32.0,248.0,360.0]",3
train_00000037_0002,00000037.jpg,1920,1080,"[733.0,780.0,821.0,294.0]",3
train_00000037_0003,00000037.jpg,1920,1080,"[624.0,232.0,222.0,329.0]",4
train_00000037_0004,00000037.jpg,1920,1080,"[1357.0,649.0,403.0,431.0]",4
train_00000038_0000,00000038.jpg,1920,1080,"[574.0,405.0,504.0,456.0]",3
train_00000038_0001,00000038.jpg,1920,1080,"[662.0,771.0,890.0,306.0]",3
train_00000038_0002,00000038.jpg,1920,1080,"[811.0,30.0,270.0,364.0]",3
train_00000038_0003,00000038.jpg,1920,1080,"[1356.0,649.0,402.0,431.0]",4
train_00000038_0004,00000038.jpg,1920,1080,"[623.0,232.0,223.0,322.0]",4
train_00000039_0000,00000039.jpg,1920,1080,"[1065.0,362.0,330.0,609.0]",3
train_00000039_0001,00000039.jpg,1920,1080,"[716.0,14.0,339.0,335.0]",3
train_00000039_0002,00000039.jpg,1920,1080,"[577.0,390.0,489.0,454.0]",3
train_00000039_0003,00000039.jpg,1920,1080,"[1361.0,649.0,398.0,431.0]",4
train_00000039_0004,00000039.jpg,1920,1080,"[623.0,233.0,224.0,314.0]",4
train_00000040_0000,00000040.jpg,1920,1080,"[1355.0,648.0,402.0,432.0]",4
train_00000040_0001,00000040.jpg,1920,1080,"[575.0,405.0,510.0,450.0]",3
train_00000040_0002,00000040.jpg,1920,1080,"[710.0,46.0,341.0,306.0]",3
train_00000040_0003,00000040.jpg,1920,1080,"[946.0,13.0,290.0,344.0]",3
train_00000040_0004,00000040.jpg,1920,1080,"[620.0,234.0,203.0,325.0]",4
train_00000041_0000,00000041.jpg,1920,1080,"[575.0,389.0,491.0,457.0]",3
train_00000041_0001,00000041.jpg,1920,1080,"[1355.0,648.0,402.0,432.0]",4
train_00000041_0002,00000041.jpg,1920,1080,"[738.0,6.0,308.0,351.0]",3
train_00000041_0003,00000041.jpg,1920,1080,"[952.0,19.0,301.0,341.0]",3
train_00000041_0004,00000041.jpg,1920,1080,"[620.0,234.0,223.0,308.0]",4
train_00000042_0000,00000042.jpg,1920,1080,"[584.0,423.0,499.0,423.0]",3
train_00000042_0001,00000042.jpg,1920,1080,"[1355.0,648.0,402.0,432.0]",4
train_00000042_0002,00000042.jpg,1920,1080,"[991.0,32.0,265.0,329.0]",3
train_00000042_0003,00000042.jpg,1920,1080,"[729.0,0.0,318.0,360.0]",3
train_00000042_0004,00000042.jpg,1920,1080,"[620.0,232.6,231.0,336.0]",4
train_00000043_0000,00000043.jpg,1920,1080,"[1356.0,649.0,401.0,431.0]",4
train_00000043_0001,00000043.jpg,1920,1080,"[581.4,402.0,495.0,465.0]",3
train_00000043_0002,00000043.jpg,1920,1080,"[738.0,5.0,325.0,354.0]",3
train_00000043_0003,00000043.jpg,1920,1080,"[1042.0,62.0,212.0,301.0]",3
train_00000043_0004,00000043.jpg,1920,1080,"[618.8,232.0,228.0,325.0]",4
train_00000044_0000,00000044.jpg,1920,1080,"[578.0,386.0,498.0,448.0]",3
train_00000044_0001,00000044.jpg,1920,1080,"[1356.0,649.0,401.0,431.0]",4
train_00000044_0002,00000044.jpg,1920,1080,"[746.0,22.0,299.0,364.0]",3
train_00000044_0003,00000044.jpg,1920,1080,"[620.0,231.0,229.0,312.0]",4
train_00000044_0004,00000044.jpg,1920,1080,"[941.0,56.0,311.0,304.0]",3
train_00000045_0000,00000045.jpg,1920,1080,"[576.0,384.0,498.0,463.0]",3
train_00000045_0001,00000045.jpg,1920,1080,"[1355.0,650.0,399.0,430.0]",4
train_00000045_0002,00000045.jpg,1920,1080,"[752.0,37.0,278.0,338.0]",3
train_00000045_0003,00000045.jpg,1920,1080,"[867.0,27.0,323.0,250.0]",3
train_00000045_0004,00000045.jpg,1920,1080,"[621.0,232.0,221.0,305.0]",4
train_00000046_0000,00000046.jpg,1920,1080,"[590.0,365.0,548.0,386.0]",3
train_00000046_0001,00000046.jpg,1920,1080,"[759.0,48.0,265.0,324.0]",3
train_00000046_0002,00000046.jpg,1920,1080,"[1356.0,651.0,398.0,429.0]",4
train_00000046_0003,00000046.jpg,1920,1080,"[876.0,24.0,323.0,231.0]",3
train_00000046_0004,00000046.jpg,1920,1080,"[622.0,233.0,219.0,324.0]",4
train_00000047_0000,00000047.jpg,1920,1080,"[597.0,364.0,526.0,386.0]",3
train_00000047_0001,00000047.jpg,1920,1080,"[726.0,53.0,297.0,317.0]",3
train_00000047_0002,00000047.jpg,1920,1080,"[1355.0,651.0,401.0,429.0]",4
train_00000047_0003,00000047.jpg,1920,1080,"[867.0,27.0,342.0,228.0]",3
train_00000047_0004,00000047.jpg,1920,1080,"[620.0,233.0,210.0,292.0]",4
train_00000048_0000,00000048.jpg,1920,1080,"[575.0,386.0,505.0,450.0]",3
train_00000048_0001,00000048.jpg,1920,1080,"[1355.0,651.0,399.0,429.0]",4
train_00000048_0002,00000048.jpg,1920,1080,"[961.0,20.0,263.0,322.0]",3
train_00000048_0003,00000048.jpg,1920,1080,"[623.0,231.0,225.0,306.0]",4
train_00000048_0004,00000048.jpg,1920,1080,"[718.0,27.0,288.0,334.0]",3
train_00000049_0000,00000049.jpg,1920,1080,"[575.0,339.0,433.0,519.0]",3
train_00000049_0001,00000049.jpg,1920,1080,"[793.0,345.0,498.0,431.0]",3
train_00000049_0002,00000049.jpg,1920,1080,"[1355.0,651.0,401.0,429.0]",4
train_00000049_0003,00000049.jpg,1920,1080,"[742.0,32.0,357.0,310.0]",3
train_00000049_0004,00000049.jpg,1920,1080,"[625.0,233.0,222.0,288.0]",4
train_00000050_0000,00000050.jpg,1920,1080,"[575.0,354.0,434.0,497.0]",3
train_00000050_0001,00000050.jpg,1920,1080,"[791.0,370.0,522.0,469.0]",3
train_00000050_0002,00000050.jpg,1920,1080,"[1356.0,628.0,402.0,452.0]",4
train_00000050_0003,00000050.jpg,1920,1080,"[806.0,60.0,159.0,307.0]",3
train_00000050_0004,00000050.jpg,1920,1080,"[622.0,231.0,217.0,309.0]",4
train_00000051_0000,00000051.jpg,1920,1080,"[1356.0,633.0,403.0,447.0]",4
train_00000051_0001,00000051.jpg,1920,1080,"[578.0,367.0,425.0,494.0]",3
train_00000051_0002,00000051.jpg,1920,1080,"[743.0,392.0,548.0,490.0]",3
train_00000051_0003,00000051.jpg,1920,1080,"[662.0,5.0,287.0,351.0]",3
train_00000051_0004,00000051.jpg,1920,1080,"[624.0,233.0,219.0,309.0]",4
train_00000052_0000,00000052.jpg,1920,1080,"[573.0,361.0,476.0,488.0]",3
train_00000052_0001,00000052.jpg,1920,1080,"[1356.0,635.0,402.0,445.0]",4
train_00000052_0002,00000052.jpg,1920,1080,"[723.0,392.0,572.0,484.0]",3
train_00000052_0003,00000052.jpg,1920,1080,"[654.0,3.0,304.0,343.0]",3
train_00000052_0004,00000052.jpg,1920,1080,"[624.0,232.0,223.0,310.0]",4
train_00000053_0000,00000053.jpg,1920,1080,"[581.0,368.0,454.0,491.0]",3
train_00000053_0001,00000053.jpg,1920,1080,"[1356.0,634.0,401.0,445.0]",4
train_00000053_0002,00000053.jpg,1920,1080,"[728.0,389.0,565.0,481.0]",3
train_00000053_0003,00000053.jpg,1920,1080,"[658.0,4.0,301.0,364.0]",3
train_00000053_0004,00000053.jpg,1920,1080,"[625.0,232.0,221.0,314.0]",4
train_00000054_0000,00000054.jpg,1920,1080,"[576.0,364.0,437.0,490.0]",3
train_00000054_0001,00000054.jpg,1920,1080,"[737.0,390.0,558.0,480.0]",3
train_00000054_0002,00000054.jpg,1920,1080,"[1356.0,634.0,392.0,445.0]",4
train_00000054_0003,00000054.jpg,1920,1080,"[659.0,4.0,295.0,366.0]",3
train_00000054_0004,00000054.jpg,1920,1080,"[624.0,232.0,220.0,307.0]",4
train_00000055_0000,00000055.jpg,1920,1080,"[571.0,363.0,467.0,486.0]",3
train_00000055_0001,00000055.jpg,1920,1080,"[772.0,390.0,532.0,493.0]",3
train_00000055_0002,00000055.jpg,1920,1080,"[1356.0,638.0,397.0,442.0]",4
train_00000055_0003,00000055.jpg,1920,1080,"[656.0,38.0,299.0,336.0]",3
train_00000055_0004,00000055.jpg,1920,1080,"[619.0,233.0,226.0,308.0]",4
train_00000056_0000,00000056.jpg,1920,1080,"[747.0,379.0,539.0,493.0]",3
train_00000056_0001,00000056.jpg,1920,1080,"[572.0,361.0,463.0,486.0]",3
train_00000056_0002,00000056.jpg,1920,1080,"[1356.0,638.0,394.0,441.0]",4
train_00000056_0003,00000056.jpg,1920,1080,"[657.0,4.0,304.0,366.0]",3
train_00000056_0004,00000056.jpg,1920,1080,"[623.0,233.0,220.0,291.0]",4
train_00000057_0000,00000057.jpg,1920,1080,"[1019.0,443.3,705.7,489.7]",3
train_00000057_0001,00000057.jpg,1920,1080,"[579.0,367.0,447.0,484.0]",3
train_00000057_0002,00000057.jpg,1920,1080,"[656.0,4.0,306.0,362.0]",3
train_00000057_0003,00000057.jpg,1920,1080,"[1407.0,640.0,340.0,440.0]",4
train_00000057_0004,00000057.jpg,1920,1080,"[626.0,234.0,218.0,307.0]",4
train_00000058_0000,00000058.jpg,1920,1080,"[770.0,450.0,483.0,630.0]",3
train_00000058_0001,00000058.jpg,1920,1080,"[577.0,363.0,455.0,485.0]",3
train_00000058_0002,00000058.jpg,1920,1080,"[1356.0,646.0,392.0,434.0]",4
train_00000058_0003,00000058.jpg,1920,1080,"[775.0,21.0,185.0,356.0]",3
train_00000058_0004,00000058.jpg,1920,1080,"[627.0,232.0,225.0,309.0]",4
train_00000059_0000,00000059.jpg,1920,1080,"[575.0,353.0,461.0,491.0]",3
train_00000059_0001,00000059.jpg,1920,1080,"[840.0,506.0,619.0,473.0]",3
train_00000059_0002,00000059.jpg,1920,1080,"[804.0,26.0,297.0,348.0]",3
train_00000059_0003,00000059.jpg,1920,1080,"[1355.0,654.6,395.0,424.0]",4
train_00000059_0004,00000059.jpg,1920,1080,"[620.7,227.7,225.3,295.7]",4
train_00000060_0000,00000060.jpg,1920,1080,"[843.0,521.0,644.0,459.0]",3
train_00000060_0001,00000060.jpg,1920,1080,"[575.0,349.4,447.0,499.0]",3
train_00000060_0002,00000060.jpg,1920,1080,"[801.0,52.0,287.0,319.0]",3
train_00000060_0003,00000060.jpg,1920,1080,"[1331.0,656.0,423.0,424.0]",4
train_00000060_0004,00000060.jpg,1920,1080,"[626.0,233.0,217.0,299.0]",4
train_00000061_0000,00000061.jpg,1920,1080,"[578.4,355.0,461.0,494.0]",3
train_00000061_0001,00000061.jpg,1920,1080,"[837.0,535.0,676.0,357.0]",3
train_00000061_0002,00000061.jpg,1920,1080,"[798.0,6.0,291.0,376.0]",3
train_00000061_0003,00000061.jpg,1920,1080,"[1350.0,667.0,398.0,413.0]",4
train_00000061_0004,00000061.jpg,1920,1080,"[626.0,232.0,222.0,304.0]",4
train_00000062_0000,00000062.jpg,1920,1080,"[576.0,364.0,444.0,484.0]",3
